oblast,raion,hromada,level,started_at,finished_at
Zhytomyrska oblast,,,oblast,2022-03-22 21:07:45+00:00,2022-03-22 21:44:27+00:00
Kirovohradska oblast,Kropyvnytskyi raion,,raion,2022-03-23 00:32:32+00:00,2022-03-23 00:52:19+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-23 00:35:58+00:00,2022-03-23 00:46:53+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-23 00:45:13+00:00,2022-03-23 01:15:57+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Ochakiv ta Ochakivska terytorialna hromada,hromada,2022-03-23 00:45:35+00:00,2022-03-23 01:16:05+00:00
Mykolaivska oblast,Voznesenskyi raion,,raion,2022-03-23 00:46:07+00:00,2022-03-23 01:15:51+00:00
Kharkivska oblast,,,oblast,2022-03-23 02:44:57+00:00,2022-03-23 02:55:55+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 03:20:26+00:00,2022-03-23 04:19:55+00:00
Kirovohradska oblast,,,oblast,2022-03-23 03:30:28+00:00,2022-03-23 04:06:23+00:00
Dnipropetrovska oblast,,,oblast,2022-03-23 03:47:40+00:00,2022-03-23 04:31:25+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-23 03:48:18+00:00,2022-03-23 04:31:40+00:00
Kharkivska oblast,,,oblast,2022-03-23 03:48:57+00:00,2022-03-23 04:18:44+00:00
Zaporizka oblast,,,oblast,2022-03-23 03:50:06+00:00,2022-03-23 04:33:04+00:00
Poltavska oblast,Poltavskyi raion,m. Poltava ta Poltavska terytorialna hromada,hromada,2022-03-23 03:50:19+00:00,2022-03-23 06:14:23+00:00
Donetska oblast,,,oblast,2022-03-23 03:54:09+00:00,2022-03-23 04:33:52+00:00
Sumska oblast,,,oblast,2022-03-23 04:03:20+00:00,2022-03-23 05:27:24+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-23 04:41:21+00:00,2022-03-23 05:51:27+00:00
Kyiv City,,,oblast,2022-03-23 04:45:38+00:00,2022-03-23 05:48:43+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 04:46:08+00:00,2022-03-23 05:50:31+00:00
Kyivska oblast,,,oblast,2022-03-23 04:50:48+00:00,2022-03-23 05:53:28+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-03-23 05:07:26+00:00,2022-03-23 06:23:08+00:00
Donetska oblast,Volnovaskyi raion,Vuhledarska terytorialna hromada,hromada,2022-03-23 05:07:28+00:00,2022-03-23 06:23:11+00:00
Donetska oblast,Pokrovskyi raion,Kurakhivska terytorialna hromada,hromada,2022-03-23 05:08:05+00:00,2022-03-23 06:23:02+00:00
Donetska oblast,Pokrovskyi raion,Marinska terytorialna hromada,hromada,2022-03-23 05:08:15+00:00,2022-03-23 06:22:56+00:00
Odeska oblast,Odeskyi raion,,raion,2022-03-23 05:30:00+00:00,2022-03-23 05:56:38+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-23 05:31:45+00:00,2022-03-23 05:56:48+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Ochakiv ta Ochakivska terytorialna hromada,hromada,2022-03-23 05:33:09+00:00,2022-03-23 05:57:03+00:00
Mykolaivska oblast,Voznesenskyi raion,,raion,2022-03-23 05:33:16+00:00,2022-03-23 05:56:40+00:00
Mykolaivska oblast,,,oblast,2022-03-23 05:37:43+00:00,2022-03-23 05:56:33+00:00
Donetska oblast,Bakhmutskyi raion,Toretska terytorialna hromada,hromada,2022-03-23 08:39:43+00:00,2022-03-23 09:02:27+00:00
Kyiv City,,,oblast,2022-03-23 08:54:39+00:00,2022-03-23 09:53:05+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 08:55:17+00:00,2022-03-23 09:53:25+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 08:56:47+00:00,2022-03-23 09:11:40+00:00
Kyivska oblast,,,oblast,2022-03-23 08:59:05+00:00,2022-03-23 09:55:45+00:00
Chernihivska oblast,,,oblast,2022-03-23 09:00:49+00:00,2022-03-23 13:34:28+00:00
Kharkivska oblast,,,oblast,2022-03-23 09:17:35+00:00,2022-03-23 09:30:25+00:00
Kyiv City,,,oblast,2022-03-23 10:20:19+00:00,2022-03-23 11:33:09+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,Vasylkivska terytorialna hromada,hromada,2022-03-23 10:25:11+00:00,2022-03-23 11:36:47+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-23 10:25:11+00:00,2022-03-23 11:36:47+00:00
Vinnytska oblast,,,oblast,2022-03-23 10:43:13+00:00,2022-03-23 11:30:02+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 10:47:08+00:00,2022-03-23 11:05:45+00:00
Kirovohradska oblast,Holovanivskyi raion,,raion,2022-03-23 10:48:09+00:00,2022-03-23 14:36:51+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 10:48:55+00:00,2022-03-23 11:34:02+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-23 10:49:58+00:00,2022-03-23 11:36:44+00:00
Poltavska oblast,Myrhorodskyi raion,Bilotserkivska terytorialna hromada,hromada,2022-03-23 10:49:58+00:00,2022-03-23 11:36:44+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-23 10:49:59+00:00,2022-03-23 11:35:40+00:00
Mykolaivska oblast,Voznesenskyi raion,m. Voznesensk ta Voznesenska terytorialna hromada,hromada,2022-03-23 10:50:11+00:00,2022-03-23 11:35:25+00:00
Cherkaska oblast,Zolotoniskyi raion,Voznesenska terytorialna hromada,hromada,2022-03-23 10:50:11+00:00,2022-03-23 11:35:25+00:00
Mykolaivska oblast,Pervomaiskyi raion,m. Pervomaisk ta Pervomaiska terytorialna hromada,hromada,2022-03-23 10:50:35+00:00,2022-03-23 11:35:35+00:00
Mykolaivska oblast,Mykolaivskyi raion,Pervomaiska terytorialna hromada,hromada,2022-03-23 10:50:35+00:00,2022-03-23 11:35:35+00:00
Odeska oblast,Podilskyi raion,,raion,2022-03-23 10:52:53+00:00,2022-03-23 12:10:31+00:00
Zaporizka oblast,,,oblast,2022-03-23 10:58:38+00:00,2022-03-23 11:16:29+00:00
Odeska oblast,Odeskyi raion,,raion,2022-03-23 11:05:59+00:00,2022-03-23 12:10:16+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 11:31:30+00:00,2022-03-23 11:50:00+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 11:57:50+00:00,2022-03-23 13:32:36+00:00
Kyiv City,,,oblast,2022-03-23 11:59:33+00:00,2022-03-23 13:02:02+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,Vasylkivska terytorialna hromada,hromada,2022-03-23 12:04:58+00:00,2022-03-23 13:09:14+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-23 12:04:58+00:00,2022-03-23 13:09:14+00:00
Dnipropetrovska oblast,Dniprovskyi raion,Obukhivska terytorialna hromada,hromada,2022-03-23 12:05:00+00:00,2022-03-23 13:07:40+00:00
Kyivska oblast,Obukhivskyi raion,m. Obukhiv ta Obukhivska terytorialna hromada,hromada,2022-03-23 12:05:00+00:00,2022-03-23 13:07:40+00:00
Kyivska oblast,Boryspilskyi raion,m. Boryspil ta Boryspilska terytorialna hromada,hromada,2022-03-23 12:05:10+00:00,2022-03-23 13:08:02+00:00
Kyivska oblast,Brovarskyi raion,m. Brovary ta Brovarska terytorialna hromada,hromada,2022-03-23 12:05:16+00:00,2022-03-23 13:08:23+00:00
Kyivska oblast,Buchanskyi raion,Hostomelska terytorialna hromada,hromada,2022-03-23 12:05:39+00:00,2022-03-23 13:07:08+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 12:24:20+00:00,2022-03-23 12:29:51+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-23 12:40:51+00:00,2022-03-23 13:35:27+00:00
Poltavska oblast,Myrhorodskyi raion,Bilotserkivska terytorialna hromada,hromada,2022-03-23 12:40:51+00:00,2022-03-23 13:35:27+00:00
Kyivska oblast,Fastivskyi raion,m. Fastiv ta Fastivska terytorialna hromada,hromada,2022-03-23 12:41:17+00:00,2022-03-23 13:35:18+00:00
Kyivska oblast,Bilotserkivskyi raion,Uzynska terytorialna hromada,hromada,2022-03-23 12:41:28+00:00,2022-03-23 13:35:29+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-23 12:43:46+00:00,2022-03-23 16:00:40+00:00
Kharkivska oblast,,,oblast,2022-03-23 14:27:04+00:00,2022-03-23 15:54:35+00:00
Kyiv City,,,oblast,2022-03-23 16:37:52+00:00,2022-03-23 18:34:23+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 16:44:51+00:00,2022-03-23 18:39:57+00:00
Kyivska oblast,,,oblast,2022-03-23 16:44:53+00:00,2022-03-23 18:39:42+00:00
Dnipropetrovska oblast,,,oblast,2022-03-23 17:28:17+00:00,2022-03-23 18:32:22+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-23 17:28:27+00:00,2022-03-23 18:32:50+00:00
Zaporizka oblast,,,oblast,2022-03-23 17:28:49+00:00,2022-03-23 18:38:22+00:00
Poltavska oblast,,,oblast,2022-03-23 17:29:36+00:00,2022-03-23 18:36:11+00:00
Kharkivska oblast,,,oblast,2022-03-23 17:29:48+00:00,2022-03-23 18:38:47+00:00
Vinnytska oblast,,,oblast,2022-03-23 17:30:09+00:00,2022-03-23 18:17:29+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 17:33:58+00:00,2022-03-23 18:43:09+00:00
Sumska oblast,,,oblast,2022-03-23 17:39:52+00:00,2022-03-23 18:52:29+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-23 18:56:46+00:00,2022-03-24 07:55:47+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 19:12:32+00:00,2022-03-23 19:57:00+00:00
Mykolaivska oblast,,,oblast,2022-03-23 19:15:43+00:00,2022-03-23 20:50:52+00:00
Dnipropetrovska oblast,,,oblast,2022-03-23 19:17:05+00:00,2022-03-23 20:45:00+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-23 19:17:36+00:00,2022-03-23 20:45:11+00:00
Zaporizka oblast,,,oblast,2022-03-23 19:18:15+00:00,2022-03-23 20:48:52+00:00
Poltavska oblast,,,oblast,2022-03-23 19:19:25+00:00,2022-03-23 20:47:16+00:00
Sumska oblast,,,oblast,2022-03-23 19:20:21+00:00,2022-03-23 20:28:09+00:00
Kharkivska oblast,,,oblast,2022-03-23 19:24:22+00:00,2022-03-24 01:01:57+00:00
Vinnytska oblast,,,oblast,2022-03-23 19:41:11+00:00,2022-03-23 20:21:33+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-23 19:44:52+00:00,2022-03-23 19:56:52+00:00
Kirovohradska oblast,Novoukrainskyi raion,,raion,2022-03-23 19:48:10+00:00,2022-03-23 20:47:28+00:00
Kyiv City,,,oblast,2022-03-23 19:49:23+00:00,2022-03-23 20:46:22+00:00
Odeska oblast,,,oblast,2022-03-23 19:52:42+00:00,2022-03-23 20:16:50+00:00
Kyivska oblast,,,oblast,2022-03-23 19:53:10+00:00,2022-03-23 20:49:09+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 19:57:54+00:00,2022-03-23 20:50:33+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-23 20:04:01+00:00,2022-03-23 20:45:55+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-23 20:09:39+00:00,2022-03-23 20:48:28+00:00
Sumska oblast,,,oblast,2022-03-23 22:13:44+00:00,2022-03-23 23:22:24+00:00
Cherkaska oblast,,,oblast,2022-03-23 22:28:18+00:00,2022-03-23 22:53:09+00:00
Kirovohradska oblast,,,oblast,2022-03-23 22:28:51+00:00,2022-03-23 22:52:22+00:00
Poltavska oblast,Myrhorodskyi raion,m. Myrhorod ta Myrhorodska terytorialna hromada,hromada,2022-03-23 22:29:14+00:00,2022-03-23 22:52:09+00:00
Donetska oblast,Kramatorskyi raion,Cherkaska terytorialna hromada,hromada,2022-03-23 22:30:41+00:00,2022-03-23 22:52:56+00:00
Cherkaska oblast,Cherkaskyi raion,m. Cherkasy ta Cherkaska terytorialna hromada,hromada,2022-03-23 22:30:41+00:00,2022-03-23 22:52:56+00:00
Kyiv City,,,oblast,2022-03-23 22:32:57+00:00,2022-03-23 23:54:01+00:00
Kyivska oblast,,,oblast,2022-03-23 22:35:35+00:00,2022-03-23 23:56:35+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-03-23 22:55:04+00:00,2022-03-24 00:32:19+00:00
Zhytomyrska oblast,,,oblast,2022-03-23 22:56:54+00:00,2022-03-23 23:54:37+00:00
Volynska oblast,,,oblast,2022-03-23 23:21:48+00:00,2022-03-24 00:06:57+00:00
Mykolaivska oblast,,,oblast,2022-03-24 00:33:39+00:00,2022-03-24 07:03:31+00:00
Dnipropetrovska oblast,,,oblast,2022-03-24 03:37:42+00:00,2022-03-24 04:53:22+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-24 03:38:01+00:00,2022-03-24 04:53:36+00:00
Zaporizka oblast,,,oblast,2022-03-24 03:38:44+00:00,2022-03-24 04:31:25+00:00
Odeska oblast,,,oblast,2022-03-24 04:30:12+00:00,2022-03-24 04:49:15+00:00
Zaporizka oblast,Polohivskyi raion,,raion,2022-03-24 04:49:01+00:00,2022-03-24 12:06:12+00:00
Zaporizka oblast,Berdianskyi raion,,raion,2022-03-24 04:49:13+00:00,2022-03-24 12:06:06+00:00
Kyiv City,,,oblast,2022-03-24 05:49:48+00:00,2022-03-24 06:47:46+00:00
Kyivska oblast,,,oblast,2022-03-24 05:53:02+00:00,2022-03-24 06:52:53+00:00
Zhytomyrska oblast,,,oblast,2022-03-24 05:53:25+00:00,2022-03-24 06:47:55+00:00
Chernihivska oblast,,,oblast,2022-03-24 05:54:15+00:00,2022-03-24 13:20:20+00:00
Kharkivska oblast,,,oblast,2022-03-24 07:56:11+00:00,2022-03-24 08:39:31+00:00
Zaporizka oblast,,,oblast,2022-03-24 07:59:55+00:00,2022-03-24 08:52:04+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-24 08:04:38+00:00,2022-03-24 08:42:09+00:00
Rivnenska oblast,,,oblast,2022-03-24 08:29:58+00:00,2022-03-24 08:44:14+00:00
Volynska oblast,,,oblast,2022-03-24 08:30:13+00:00,2022-03-24 08:44:29+00:00
Ternopilska oblast,,,oblast,2022-03-24 08:32:32+00:00,2022-03-24 08:48:15+00:00
Kharkivska oblast,Kupianskyi raion,,raion,2022-03-24 08:58:39+00:00,2022-03-24 10:09:10+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-24 08:58:45+00:00,2022-03-24 10:09:12+00:00
Kharkivska oblast,,,oblast,2022-03-24 09:00:48+00:00,2022-03-24 10:09:03+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-24 09:03:32+00:00,2022-03-24 09:50:17+00:00
Donetska oblast,Pokrovskyi raion,Dobropilska terytorialna hromada,hromada,2022-03-24 09:17:17+00:00,2022-03-25 05:00:07+00:00
Poltavska oblast,,,oblast,2022-03-24 09:22:12+00:00,2022-03-24 11:06:02+00:00
Zaporizka oblast,,,oblast,2022-03-24 09:23:06+00:00,2022-03-24 10:27:14+00:00
Dnipropetrovska oblast,,,oblast,2022-03-24 09:23:52+00:00,2022-03-24 10:07:10+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-24 09:24:35+00:00,2022-03-24 10:09:49+00:00
Kyiv City,,,oblast,2022-03-24 09:27:54+00:00,2022-03-24 10:04:13+00:00
Kyivska oblast,,,oblast,2022-03-24 09:30:50+00:00,2022-03-24 10:08:45+00:00
Sumska oblast,,,oblast,2022-03-24 09:33:15+00:00,2022-03-24 10:16:32+00:00
Kyiv City,,,oblast,2022-03-24 10:14:17+00:00,2022-03-24 10:27:41+00:00
Kyiv City,,,oblast,2022-03-24 10:31:31+00:00,2022-03-24 10:45:36+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,Vasylkivska terytorialna hromada,hromada,2022-03-24 10:34:03+00:00,2022-03-24 10:47:58+00:00
Kyivska oblast,Obukhivskyi raion,m. Vasylkiv ta Vasylkivska terytorialna hromada,hromada,2022-03-24 10:34:03+00:00,2022-03-24 10:47:58+00:00
Dnipropetrovska oblast,Dniprovskyi raion,Obukhivska terytorialna hromada,hromada,2022-03-24 10:34:07+00:00,2022-03-24 10:47:45+00:00
Kyivska oblast,Obukhivskyi raion,m. Obukhiv ta Obukhivska terytorialna hromada,hromada,2022-03-24 10:34:07+00:00,2022-03-24 10:47:45+00:00
Kharkivska oblast,,,oblast,2022-03-24 10:47:19+00:00,2022-03-24 11:04:04+00:00
Zaporizka oblast,,,oblast,2022-03-24 11:08:35+00:00,2022-03-24 12:06:18+00:00
Dnipropetrovska oblast,Nikopolskyi raion,m. Nikopol ta Nikopolska terytorialna hromada,hromada,2022-03-24 11:10:24+00:00,2022-03-24 11:46:03+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-24 11:15:51+00:00,2022-03-24 11:48:24+00:00
Zhytomyrska oblast,,,oblast,2022-03-24 11:27:01+00:00,2022-03-24 11:44:39+00:00
Luhanska oblast,,,oblast,2022-03-24 11:28:27+00:00,2022-03-28 03:22:00+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-24 11:44:48+00:00,2022-03-24 11:58:49+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-24 11:53:42+00:00,2022-03-24 12:01:37+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-24 12:18:13+00:00,2022-03-24 13:15:59+00:00
Zaporizka oblast,,,oblast,2022-03-24 12:48:47+00:00,2022-03-24 14:13:05+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-24 13:44:08+00:00,2022-03-24 14:21:27+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-24 13:54:10+00:00,2022-03-24 14:23:30+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-24 14:31:04+00:00,2022-03-24 14:57:58+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-24 15:12:48+00:00,2022-03-24 15:38:48+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-24 16:01:15+00:00,2022-03-24 16:17:29+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-24 16:06:48+00:00,2022-03-24 16:20:14+00:00
Odeska oblast,Odeskyi raion,,raion,2022-03-24 16:56:57+00:00,2022-03-24 17:15:43+00:00
Cherkaska oblast,,,oblast,2022-03-24 17:01:04+00:00,2022-03-24 18:20:07+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-24 17:01:19+00:00,2022-03-24 17:44:14+00:00
Kirovohradska oblast,,,oblast,2022-03-24 17:01:38+00:00,2022-03-24 18:20:05+00:00
Mykolaivska oblast,,,oblast,2022-03-24 17:03:48+00:00,2022-03-24 18:07:18+00:00
Zaporizka oblast,,,oblast,2022-03-24 17:04:38+00:00,2022-03-24 17:45:39+00:00
Dnipropetrovska oblast,,,oblast,2022-03-24 17:04:42+00:00,2022-03-24 17:43:57+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-24 17:05:26+00:00,2022-03-24 18:07:09+00:00
Vinnytska oblast,,,oblast,2022-03-24 17:16:31+00:00,2022-03-24 17:42:20+00:00
Zhytomyrska oblast,,,oblast,2022-03-24 17:20:23+00:00,2022-03-24 19:03:45+00:00
Kyivska oblast,Bilotserkivskyi raion,m. Bila Tserkva ta Bilotserkivska terytorialna hromada,hromada,2022-03-24 17:31:00+00:00,2022-03-24 19:07:31+00:00
Poltavska oblast,Myrhorodskyi raion,Bilotserkivska terytorialna hromada,hromada,2022-03-24 17:31:00+00:00,2022-03-24 19:07:31+00:00
Kyiv City,,,oblast,2022-03-24 17:31:01+00:00,2022-03-24 19:03:02+00:00
Kyivska oblast,,,oblast,2022-03-24 17:33:26+00:00,2022-03-24 19:07:26+00:00
Kharkivska oblast,,,oblast,2022-03-24 18:53:36+00:00,2022-03-25 01:24:21+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-03-24 20:38:11+00:00,2022-03-24 21:56:23+00:00
Dnipropetrovska oblast,,,oblast,2022-03-24 20:38:27+00:00,2022-03-24 21:56:37+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-24 20:53:08+00:00,2022-03-24 21:14:04+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-24 20:56:49+00:00,2022-03-24 21:18:03+00:00
Cherkaska oblast,,,oblast,2022-03-24 21:07:11+00:00,2022-03-24 22:32:14+00:00
Kirovohradska oblast,,,oblast,2022-03-24 21:07:37+00:00,2022-03-24 22:32:21+00:00
Mykolaivska oblast,,,oblast,2022-03-24 21:09:15+00:00,2022-03-25 04:50:04+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-03-24 21:09:38+00:00,2022-03-25 04:50:15+00:00
Volynska oblast,,,oblast,2022-03-24 21:48:21+00:00,2022-03-24 22:26:14+00:00
Rivnenska oblast,,,oblast,2022-03-24 21:50:09+00:00,2022-03-24 21:58:43+00:00
Ternopilska oblast,,,oblast,2022-03-24 21:52:57+00:00,2022-03-24 22:23:26+00:00
Zhytomyrska oblast,,,oblast,2022-03-24 21:57:11+00:00,2022-03-24 22:31:49+00:00
Vinnytska oblast,,,oblast,2022-03-24 21:57:16+00:00,2022-03-24 22:28:50+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-03-24 22:01:42+00:00,2022-03-24 22:31:18+00:00
Kyiv City,,,oblast,2022-03-24 22:08:46+00:00,2022-03-24 22:30:54+00:00
Kyivska oblast,,,oblast,2022-03-24 22:12:45+00:00,2022-03-24 22:35:28+00:00
Kharkivska oblast,,,oblast,2022-03-25 02:07:45+00:00,2022-03-25 02:49:19+00:00
Zhytomyrska oblast,Korostenskyi raion,,raion,2022-03-25 03:46:04+00:00,2022-03-25 04:33:12+00:00
Kyiv City,,,oblast,2022-03-25 04:39:56+00:00,2022-03-25 07:06:23+00:00
Kyivska oblast,,,oblast,2022-03-25 04:41:47+00:00,2022-03-25 07:20:03+00:00
Donetska oblast,Kramatorskyi raion,Cherkaska terytorialna hromada,hromada,2022-03-25 04:42:02+00:00,2022-03-25 05:48:17+00:00
Cherkaska oblast,Cherkaskyi raion,m. Cherkasy ta Cherkaska terytorialna hromada,hromada,2022-03-25 04:42:02+00:00,2022-03-25 05:48:17+00:00
Vinnytska oblast,,,oblast,2022-03-25 04:51:07+00:00,2022-03-25 05:14:07+00:00
Cherkaska oblast,,,oblast,2022-03-25 04:54:26+00:00,2022-03-25 05:48:10+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-03-25 04:58:33+00:00,2022-03-25 05:27:36+00:00
Ternopilska oblast,,,oblast,2022-03-25 05:01:54+00:00,2022-03-25 05:32:42+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-25 05:30:34+00:00,2022-03-25 05:47:59+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-03-25 05:38:41+00:00,2022-03-25 11:09:35+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,m. Pershotravensk ta Pershotravenska terytorialna hromada,hromada,2022-03-25 05:41:29+00:00,2022-03-25 07:21:09+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-25 05:44:08+00:00,2022-03-25 06:07:20+00:00
Kharkivska oblast,,,oblast,2022-03-25 05:44:43+00:00,2022-03-25 10:36:10+00:00
Zhytomyrska oblast,,,oblast,2022-03-25 05:51:48+00:00,2022-03-25 07:07:57+00:00
Odeska oblast,,,oblast,2022-03-25 05:54:39+00:00,2022-03-25 06:05:18+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-25 06:57:18+00:00,2022-03-25 07:42:44+00:00
Zaporizka oblast,,,oblast,2022-03-25 08:26:45+00:00,2022-03-25 10:16:07+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-03-25 08:48:21+00:00,2022-03-25 08:55:46+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-25 09:09:25+00:00,2022-03-25 09:26:22+00:00
Sumska oblast,Okhtyrskyi raion,m. Okhtyrka ta Okhtyrska terytorialna hromada,hromada,2022-03-25 10:05:28+00:00,2022-03-25 10:37:02+00:00
Sumska oblast,Sumskyi raion,m. Sumy ta Sumska terytorialna hromada,hromada,2022-03-25 10:06:25+00:00,2022-03-25 10:36:48+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-03-25 10:10:12+00:00,2022-03-25 11:15:23+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-03-25 10:11:04+00:00,2022-03-25 11:11:34+00:00
Donetska oblast,Pokrovskyi raion,Dobropilska terytorialna hromada,hromada,2022-03-25 10:48:09+00:00,2022-03-25 11:31:52+00:00
Kyiv City,,,oblast,2022-03-25 10:56:26+00:00,2022-03-25 11:52:35+00:00
Zhytomyrska oblast,,,oblast,2022-03-25 10:57:13+00:00,2022-03-25 11:53:24+00:00
Kyivska oblast,,,oblast,2022-03-25 11:06:26+00:00,2022-03-25 13:21:17+00:00
Zaporizka oblast,,,oblast,2022-03-25 11:59:47+00:00,2022-03-25 13:07:17+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,,raion,2022-03-25 12:03:23+00:00,2022-03-25 13:02:51+00:00
Dnipropetrovska oblast,Pavlohradskyi raion,,raion,2022-03-25 12:03:34+00:00,2022-03-25 13:02:40+00:00
Zhytomyrska oblast,,,oblast,2022-03-25 12:05:32+00:00,2022-03-25 13:13:20+00:00
Dnipropetrovska oblast,Dniprovskyi raion,m. Dnipro ta Dniprovska terytorialna hromada,hromada,2022-03-25 12:08:47+00:00,2022-03-25 13:02:46+00:00
